1,1,0.0033222591362126247,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
95,2,0.31561461794019935,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
96,1,0.31893687707641194,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
96,2,0.31893687707641194,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 0 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
97,1,0.3222591362126246,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
97,2,0.3222591362126246,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 25 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 50 kW])
98,1,0.32558139534883723,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
98,2,0.32558139534883723,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
99,1,0.3289036544850498,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
99,2,0.3289036544850498,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
100,1,0.33222591362126247,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
100,2,0.33222591362126247,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 75 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
101,1,0.33554817275747506,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
101,2,0.33554817275747506,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 50 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
102,1,0.3388704318936877,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
102,2,0.3388704318936877,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 50 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
103,1,0.34219269102990035,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
103,2,0.34219269102990035,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 25 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
104,1,0.34551495016611294,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
104,2,0.34551495016611294,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
105,1,0.3488372093023256,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
105,2,0.3488372093023256,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 25 kW])
106,1,0.3521594684385382,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
106,2,0.3521594684385382,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 50 kW])
107,1,0.3554817275747508,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
107,2,0.3554817275747508,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
108,1,0.3588039867109635,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
108,2,0.3588039867109635,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
109,1,0.36212624584717606,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
109,2,0.36212624584717606,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
110,1,0.3654485049833887,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
110,2,0.3654485049833887,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 25 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
111,1,0.3687707641196013,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
111,2,0.3687707641196013,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 75 kW, 2100-0000: 25 kW])
112,1,0.37209302325581395,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
112,2,0.37209302325581395,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
113,1,0.3754152823920266,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
113,2,0.3754152823920266,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 100 kW, 1200-1500: 75 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
114,1,0.3787375415282392,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
114,2,0.3787375415282392,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 50 kW, 2100-0000: 75 kW])
115,1,0.38205980066445183,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
115,2,0.38205980066445183,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
116,1,0.3853820598006645,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
116,2,0.3853820598006645,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 75 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
117,1,0.38870431893687707,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
117,2,0.38870431893687707,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 50 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
118,1,0.3920265780730897,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
118,2,0.3920265780730897,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
119,1,0.3953488372093023,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
119,2,0.3953488372093023,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 0 kW])
120,1,0.39867109634551495,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
120,2,0.39867109634551495,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 50 kW, 1200-1500: 50 kW, 1500-1800: 100 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
121,1,0.4019933554817276,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
121,2,0.4019933554817276,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 25 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
122,1,0.4053156146179402,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
122,2,0.4053156146179402,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 100 kW, 1200-1500: 75 kW, 1500-1800: 75 kW, 1800-2100: 100 kW, 2100-0000: 50 kW])
123,1,0.40863787375415284,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
123,2,0.40863787375415284,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
124,1,0.4119601328903654,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
124,2,0.4119601328903654,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 75 kW, 2100-0000: 50 kW])
125,1,0.4152823920265781,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
125,2,0.4152823920265781,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 25 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 75 kW, 2100-0000: 50 kW])
126,1,0.4186046511627907,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
126,2,0.4186046511627907,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
